ID;RegioS;Perioden;TotaleBevolking_1;Bevolkingsdichtheid_57;TypeEenpersoonshuishouden_122;TypeEenoudergezin_123;TypePaarZonderKind_124;TypePaarMetKindEren_125;BronInkomenAlsWerknemer_126;BronInkomenAlsZelfstandige_127;AfstandTotHuisartsenpraktijk_209;AantalHuisartsenpraktijkenBinnen3Km_210;AfstandTotKinderdagverblijf_214;AantalKinderdagverblijvenBinnen3Km_215;AfstandTotSchoolBasisonderwijs_216;AfstandTotSchoolVmbo_218;AfstandTotSchoolHavoVwo_220;AfstandTotBibliotheek_226;AfstandTotSportterrein_230;AfstandTotOpenbaarGroen_231;AfstandTotOpritHoofdverkeersweg_232;AfstandTotTreinstation_233;Gemeentenaam;Provincienaam;Year
15558;GM1509;2009-01-01;40010.0;293.0;;;;;;;     1.3;     4.1;     1.8;     1.1;     0.7;     2.9;     4.4;     1.7;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2009
15559;GM1509;2010-01-01;39897.0;293.0;;;;;;;     1.3;     4.1;     1.5;     1.9;     0.7;     2.9;     4.4;       .;     1.1;     0.8;     1.2;     4.0;Oude IJsselstreek;Gelderland;2010
15560;GM1509;2011-01-01;39922.0;293.0;    20.4;    31.7;    36.4;    48.2;    40.6;    58.4;     1.3;     4.0;     1.3;     2.6;     0.8;     2.9;     4.4;       .;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2011
15561;GM1509;2012-01-01;39839.0;292.0;    20.7;    29.9;    36.9;    48.3;    40.7;    54.7;     1.3;     4.1;     1.3;     2.7;     0.7;     2.9;     4.6;     1.7;     1.1;     0.6;     1.2;     4.0;Oude IJsselstreek;Gelderland;2012
15562;GM1509;2013-01-01;39779.0;292.0;    21.1;    30.3;    36.9;    49.5;    41.3;    55.9;     1.3;     4.1;     1.3;     2.8;     0.8;     3.2;     4.6;     1.7;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2013
15563;GM1509;2014-01-01;39595.0;290.0;    21.5;    32.0;    39.4;    52.7;    42.6;    64.2;     1.3;     4.1;     1.3;     2.6;     0.8;     3.2;     4.6;     1.7;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2014
15564;GM1509;2015-01-01;39558.0;290.0;    21.5;    32.2;    37.8;    52.1;    43.4;    55.6;     1.3;     3.0;     1.3;     2.5;     0.7;     3.2;     4.6;     1.7;     1.0;     0.6;     1.2;     4.0;Oude IJsselstreek;Gelderland;2015
15565;GM1509;2016-01-01;39657.0;291.0;    22.6;    33.3;    39.4;    55.3;    45.3;    63.3;     1.3;     3.6;     1.1;     4.3;     0.8;     3.2;     4.6;     1.7;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2016
15566;GM1509;2017-01-01;39568.0;290.0;    22.7;    36.3;    40.7;    58.4;    46.5;    65.3;     1.3;     3.6;     1.2;     4.2;     0.8;     3.2;     4.6;     1.7;     1.0;     0.6;     1.2;     4.0;Oude IJsselstreek;Gelderland;2017
15567;GM1509;2018-01-01;39520.0;290.0;    23.1;    35.5;    41.5;    59.9;    47.4;    67.9;     1.3;     3.6;     1.1;     5.1;     0.8;     3.0;     4.6;     1.7;       .;       .;     1.2;     4.0;Oude IJsselstreek;Gelderland;2018
15568;GM1509;2019-01-01;39473.0;290.0;    24.2;    38.4;    45.2;    64.4;    49.3;    75.0;     1.3;     3.3;     1.0;     4.7;     0.8;     3.0;     4.7;     1.8;       .;       .;     1.2;     4.3;Oude IJsselstreek;Gelderland;2019
15569;GM1509;2020-01-01;39388.0;289.0;    25.7;    39.5;    44.7;    67.3;    51.6;    72.9;     1.3;     2.8;     1.1;     4.7;     0.8;     3.0;     4.7;     1.7;       .;       .;     1.2;     4.3;Oude IJsselstreek;Gelderland;2020
15570;GM1509;2021-01-01;39346.0;289.0;    26.1;       .;    46.5;    71.7;    54.1;       .;     1.3;     2.8;     1.1;     3.3;     0.8;     3.0;     4.8;     1.8;       .;       .;     1.2;     4.3;Oude IJsselstreek;Gelderland;2021
15571;GM1509;2022-01-01;39387.0;289.0;;;;;;;     1.4;     2.5;     1.1;     3.4;       .;       .;       .;     1.8;       .;       .;     1.2;     4.3;Oude IJsselstreek;Gelderland;2022
15572;GM1509;2023-01-01;39613.0;291.0;;;;;;;;;;;;;;;;;;;Oude IJsselstreek;Gelderland;2023
15602;GM0437;1995-01-01;11712.0;478.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;1995
15603;GM0437;1996-01-01;11697.0;478.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;1996
15604;GM0437;1997-01-01;11715.0;477.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;1997
15605;GM0437;1998-01-01;12041.0;490.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;1998
15606;GM0437;1999-01-01;12458.0;507.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;1999
15607;GM0437;2000-01-01;12784.0;523.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2000
15608;GM0437;2001-01-01;12988.0;531.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2001
15609;GM0437;2002-01-01;13029.0;533.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2002
15610;GM0437;2003-01-01;13054.0;533.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2003
15611;GM0437;2004-01-01;13055.0;533.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2004
15612;GM0437;2005-01-01;13177.0;538.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Ouder-Amstel;Noord-Holland;2005
15613;GM0437;2006-01-01;13142.0;544.0;;;;;;;       .;       .;       .;       .;     0.7;     4.2;     4.5;     0.9;     0.8;     0.6;     1.3;       .;Ouder-Amstel;Noord-Holland;2006
15614;GM0437;2007-01-01;13038.0;540.0;;;;;;;     0.8;     6.1;     1.3;     5.9;     0.7;     4.2;     4.5;     0.9;       .;       .;     1.3;     3.5;Ouder-Amstel;Noord-Holland;2007
15615;GM0437;2008-01-01;13046.0;540.0;;;;;;;     0.9;     5.1;       .;       .;     0.7;     4.2;     4.5;     0.9;     0.8;     0.5;     1.3;     3.5;Ouder-Amstel;Noord-Holland;2008
15616;GM0437;2009-01-01;13107.0;543.0;;;;;;;     0.9;     5.1;     1.2;     7.2;     0.7;     4.2;     4.5;     0.9;       .;       .;     1.3;     3.2;Ouder-Amstel;Noord-Holland;2009
15617;GM0437;2010-01-01;13099.0;542.0;;;;;;;     0.9;     5.1;     0.9;     8.5;     0.7;     3.1;     4.5;       .;     0.9;     0.5;     1.3;     3.2;Ouder-Amstel;Noord-Holland;2010
15618;GM0437;2011-01-01;13146.0;545.0;    25.5;    35.4;    50.2;    70.2;    53.0;    67.7;     0.9;     4.7;     0.9;     8.4;     0.8;     3.1;     4.5;       .;       .;       .;     1.3;     3.2;Ouder-Amstel;Noord-Holland;2011
15619;GM0437;2012-01-01;13232.0;548.0;    25.7;    35.6;    50.0;    70.2;    52.5;    67.3;     0.9;     4.7;     0.8;     9.2;     0.7;     3.0;     4.5;     0.9;     0.9;     0.5;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2012
15620;GM0437;2013-01-01;13249.0;549.0;    26.1;    37.4;    50.2;    70.8;    54.8;    64.5;     0.9;     4.8;     0.7;     9.1;     0.7;     3.0;     4.5;     0.9;       .;       .;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2013
15621;GM0437;2014-01-01;13271.0;550.0;    27.4;    37.0;    53.6;    83.0;    56.9;    78.8;     0.9;     3.4;     0.6;     8.4;     0.7;     3.0;     4.6;     0.9;       .;       .;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2014
15622;GM0437;2015-01-01;13289.0;551.0;    26.8;    37.4;    51.8;    82.6;    57.8;    69.5;     0.9;     3.7;     0.7;     7.8;     0.7;     3.0;     4.6;     0.9;     0.9;     0.5;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2015
15623;GM0437;2016-01-01;13411.0;557.0;    28.0;    41.7;    53.5;    87.2;    59.9;    86.8;     1.0;     3.3;     0.9;     6.6;     0.7;     3.0;     4.6;     0.9;       .;       .;     1.4;     3.7;Ouder-Amstel;Noord-Holland;2016
15624;GM0437;2017-01-01;13419.0;557.0;    29.0;    41.0;    57.9;    84.6;    61.2;    78.4;     1.0;     3.2;     0.9;     6.9;     0.7;     3.0;     4.6;     0.9;     1.0;     0.5;     1.4;     3.7;Ouder-Amstel;Noord-Holland;2017
15625;GM0437;2018-01-01;13496.0;561.0;    28.7;    42.5;    56.4;    86.4;    62.6;    79.6;     1.0;     3.2;     0.9;     9.4;     0.7;     2.9;     4.2;     0.9;       .;       .;     1.4;     3.7;Ouder-Amstel;Noord-Holland;2018
15626;GM0437;2019-01-01;13916.0;578.0;    30.9;    44.9;    66.4;    96.7;    63.5;   101.9;     1.0;     3.3;     0.7;    10.7;     0.7;     2.9;     4.4;     0.9;       .;       .;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2019
15627;GM0437;2020-01-01;14026.0;583.0;    31.1;    44.2;    62.0;    98.6;    66.4;    91.7;     1.0;     3.5;     0.7;    11.3;     0.7;     2.9;     4.3;     0.9;       .;       .;     1.3;     3.7;Ouder-Amstel;Noord-Holland;2020
15628;GM0437;2021-01-01;14125.0;587.0;       .;       .;       .;       .;    70.6;       .;     1.0;     3.4;     0.7;    10.1;     0.7;     3.0;     4.0;     0.9;       .;       .;     1.3;     3.2;Ouder-Amstel;Noord-Holland;2021
15629;GM0437;2022-01-01;14212.0;593.0;;;;;;;     1.0;     3.3;     0.7;     9.9;       .;       .;       .;     0.9;       .;       .;     1.4;     3.3;Ouder-Amstel;Noord-Holland;2022
15630;GM0437;2023-01-01;14276.0;596.0;;;;;;;;;;;;;;;;;;;Ouder-Amstel;Noord-Holland;2023
15660;GM0589;1995-01-01;9666.0;247.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;1995
15661;GM0589;1996-01-01;9752.0;249.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;1996
15662;GM0589;1997-01-01;9773.0;249.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;1997
15663;GM0589;1998-01-01;9847.0;251.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;1998
15664;GM0589;1999-01-01;9840.0;251.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;1999
15665;GM0589;2000-01-01;9789.0;250.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2000
15666;GM0589;2001-01-01;9742.0;249.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2001
15667;GM0589;2002-01-01;9699.0;248.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2002
15668;GM0589;2003-01-01;9754.0;248.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2003
15669;GM0589;2004-01-01;9795.0;249.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2004
15670;GM0589;2005-01-01;9947.0;253.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Oudewater;Utrecht;2005
15671;GM0589;2006-01-01;9941.0;253.0;;;;;;;       .;       .;       .;       .;     0.7;     7.5;     9.2;     1.5;     1.1;     0.9;     1.0;       .;Oudewater;Utrecht;2006
15672;GM0589;2007-01-01;9953.0;253.0;;;;;;;     1.1;     2.6;     1.2;     0.9;     0.7;     7.6;     9.2;     1.5;       .;       .;     1.0;     9.4;Oudewater;Utrecht;2007
15673;GM0589;2008-01-01;9917.0;252.0;;;;;;;     1.1;     2.6;       .;       .;     0.7;     7.6;     9.2;     1.5;     1.1;     1.0;     1.0;     9.5;Oudewater;Utrecht;2008
15674;GM0589;2009-01-01;9898.0;253.0;;;;;;;     1.1;     2.6;     1.1;     1.7;     0.7;     7.6;     9.2;     1.5;       .;       .;     1.0;     9.4;Oudewater;Utrecht;2009
15675;GM0589;2010-01-01;9843.0;251.0;;;;;;;     1.1;     2.6;     1.1;     1.7;     0.7;     7.6;     9.2;       .;     1.2;     0.9;     1.0;     9.4;Oudewater;Utrecht;2010
15676;GM0589;2011-01-01;9815.0;251.0;    23.3;    34.7;    44.7;    61.3;    47.0;    65.1;     1.1;     2.6;     1.1;     1.7;     0.7;     7.6;     9.1;       .;       .;       .;     1.0;     9.2;Oudewater;Utrecht;2011
15677;GM0589;2012-01-01;9850.0;252.0;    24.2;    36.3;    43.9;    61.5;    48.2;    65.4;     1.2;     2.6;     1.1;     1.7;     0.8;     7.6;     9.1;     1.8;     1.2;     0.9;     1.0;     9.2;Oudewater;Utrecht;2012
15678;GM0589;2013-01-01;9872.0;253.0;    24.5;    34.7;    45.4;    61.6;    48.6;    63.3;     1.2;     2.6;     1.1;     1.7;     0.8;     7.6;     9.1;     1.8;       .;       .;     1.1;     9.3;Oudewater;Utrecht;2013
15679;GM0589;2014-01-01;9873.0;253.0;    25.2;    35.2;    48.5;    68.7;    49.6;    74.5;     1.2;     2.6;     1.2;     1.7;     0.9;     8.0;     9.3;     1.9;       .;       .;     1.3;     9.6;Oudewater;Utrecht;2014
15680;GM0589;2015-01-01;9924.0;254.0;    24.7;    35.5;    46.0;    65.6;    50.8;    67.3;     1.2;     2.6;     1.2;     1.7;     0.9;     8.1;     9.2;     1.9;     1.2;     0.8;     1.3;     9.7;Oudewater;Utrecht;2015
15681;GM0589;2016-01-01;10049.0;257.0;    25.6;    36.1;    47.3;    71.0;    52.5;    74.4;     1.2;     2.6;     1.2;     1.7;     0.9;     8.2;     9.3;     1.9;       .;       .;     1.3;     9.7;Oudewater;Utrecht;2016
15682;GM0589;2017-01-01;10187.0;261.0;    26.4;    37.7;    50.5;    74.6;    53.6;    72.0;     1.2;     2.6;     1.2;     1.7;     0.9;     8.2;     9.3;     1.9;     1.1;     0.9;     1.3;     9.7;Oudewater;Utrecht;2017
15683;GM0589;2018-01-01;10180.0;262.0;    27.7;    38.3;    49.6;    85.9;    55.3;    97.3;     1.2;     2.6;     1.2;     1.7;     0.9;     8.1;     9.3;     1.9;       .;       .;     1.3;    10.3;Oudewater;Utrecht;2018
15684;GM0589;2019-01-01;10201.0;262.0;    28.9;    41.2;    59.6;    92.9;    57.3;   116.8;     1.2;     2.6;     1.1;     2.6;     0.9;     8.1;     9.2;     1.9;       .;       .;     1.3;     9.6;Oudewater;Utrecht;2019
15685;GM0589;2020-01-01;10230.0;263.0;    29.0;    42.9;    55.6;    82.4;    59.3;    88.2;     1.2;     0.9;     0.9;     4.3;     0.9;     8.1;     9.2;     1.9;       .;       .;     1.3;     9.6;Oudewater;Utrecht;2020
15686;GM0589;2021-01-01;10138.0;261.0;       .;       .;       .;       .;       .;       .;     1.2;     0.9;     0.9;     4.3;     0.9;     8.1;     9.2;     1.8;       .;       .;     1.3;     9.6;Oudewater;Utrecht;2021
15687;GM0589;2022-01-01;10159.0;261.0;;;;;;;     1.2;     0.9;     0.9;     5.1;       .;       .;       .;     1.9;       .;       .;     1.3;     9.8;Oudewater;Utrecht;2022
15688;GM0589;2023-01-01;10232.0;263.0;;;;;;;;;;;;;;;;;;;Oudewater;Utrecht;2023
15689;GM1734;1995-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;1995
15690;GM1734;1996-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;1996
15691;GM1734;1997-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;1997
15692;GM1734;1998-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;1998
15693;GM1734;1999-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;1999
15694;GM1734;2000-01-01;;;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;2000
15695;GM1734;2001-01-01;39731.0;362.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Overbetuwe;Gelderland;2001
15696;GM1734;2002-01-01;40284.0;367.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Overbetuwe;Gelderland;2002
15697;GM1734;2003-01-01;40604.0;371.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Overbetuwe;Gelderland;2003
15698;GM1734;2004-01-01;41176.0;376.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Overbetuwe;Gelderland;2004
15699;GM1734;2005-01-01;42272.0;386.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Overbetuwe;Gelderland;2005
15700;GM1734;2006-01-01;42737.0;390.0;;;;;;;       .;       .;       .;       .;     0.8;     2.8;     2.8;     2.1;     1.2;     1.1;     1.4;       .;Overbetuwe;Gelderland;2006
15701;GM1734;2007-01-01;43161.0;394.0;;;;;;;     1.1;     3.4;     1.1;     2.4;     0.7;     2.7;     2.7;     1.9;       .;       .;     1.4;     2.9;Overbetuwe;Gelderland;2007
15702;GM1734;2008-01-01;44226.0;404.0;;;;;;;     1.1;     3.5;       .;       .;     0.7;     2.7;     2.7;     1.9;     1.2;     1.1;     1.4;     2.9;Overbetuwe;Gelderland;2008
15703;GM1734;2009-01-01;45097.0;412.0;;;;;;;     1.1;     3.4;     0.9;     4.1;     0.7;     2.6;     2.6;     1.9;       .;       .;     1.4;     2.9;Overbetuwe;Gelderland;2009
15704;GM1734;2010-01-01;45577.0;417.0;;;;;;;     1.1;     3.3;     0.9;     4.1;     0.7;     2.6;     2.6;       .;     1.1;     0.9;     1.4;     2.9;Overbetuwe;Gelderland;2010
15705;GM1734;2011-01-01;45953.0;420.0;    21.8;    30.6;    40.4;    53.7;    45.1;    61.7;     1.1;     3.4;     0.9;     4.8;     0.7;     2.5;     2.5;       .;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2011
15706;GM1734;2012-01-01;46269.0;423.0;    22.3;    31.2;    40.8;    54.5;    45.7;    61.0;     1.0;     3.3;     0.9;     4.4;     0.7;     2.5;     2.5;     2.0;     1.1;     0.9;     1.2;     2.9;Overbetuwe;Gelderland;2012
15707;GM1734;2013-01-01;46531.0;426.0;    22.6;    30.4;    40.9;    55.5;    46.6;    59.0;     1.0;     3.3;     1.0;     4.3;     0.7;     2.5;     2.6;     2.0;       .;       .;     1.2;     2.9;Overbetuwe;Gelderland;2013
15708;GM1734;2014-01-01;46665.0;427.0;    23.1;    31.6;    43.2;    58.7;    47.7;    69.0;     1.0;     3.3;     1.0;     4.2;     0.7;     2.7;     2.7;     2.0;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2014
15709;GM1734;2015-01-01;46833.0;429.0;    23.4;    32.9;    42.7;    58.3;    49.2;    58.8;     1.0;     3.3;     0.7;     6.3;     0.7;     2.7;     2.7;     2.0;     1.1;     0.9;     1.2;     2.8;Overbetuwe;Gelderland;2015
15710;GM1734;2016-01-01;47002.0;430.0;    24.4;    34.1;    44.0;    61.8;    51.0;    63.8;     1.0;     3.4;     0.7;     6.4;     0.7;     2.7;     2.7;     2.0;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2016
15711;GM1734;2017-01-01;47394.0;434.0;    24.8;    35.5;    45.6;    63.7;    51.9;    66.9;     1.0;     3.4;     0.7;     6.9;     0.7;     2.7;     2.7;     2.1;     1.1;     0.8;     1.2;     2.8;Overbetuwe;Gelderland;2017
15712;GM1734;2018-01-01;47481.0;435.0;    25.6;    35.6;    46.4;    66.8;    53.2;    73.8;     1.0;     3.3;     0.7;     8.2;     0.7;     2.5;     2.4;     2.1;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2018
15713;GM1734;2019-01-01;47543.0;435.0;    27.7;    39.1;    49.8;    70.9;    55.7;    80.3;     1.0;     3.4;     0.7;     8.2;     0.7;     2.4;     2.3;     2.0;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2019
15714;GM1734;2020-01-01;47906.0;439.0;    27.7;    40.9;    50.9;    73.0;    58.3;    80.3;     1.0;     3.4;     0.7;     7.8;     0.7;     2.4;     2.3;     2.0;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2020
15715;GM1734;2021-01-01;48214.0;442.0;    28.6;       .;    52.7;    77.0;    61.3;       .;     1.0;     3.3;     0.8;     7.6;     0.7;     2.4;     2.3;     2.1;       .;       .;     1.2;     2.8;Overbetuwe;Gelderland;2021
15716;GM1734;2022-01-01;48266.0;443.0;;;;;;;     1.0;     3.4;     0.8;     7.5;       .;       .;       .;     1.8;       .;       .;     1.3;     2.8;Overbetuwe;Gelderland;2022
15717;GM1734;2023-01-01;48707.0;447.0;;;;;;;;;;;;;;;;;;;Overbetuwe;Gelderland;2023
15718;GM0590;1995-01-01;28670.0;3017.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;1995
15719;GM0590;1996-01-01;28576.0;3007.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;1996
15720;GM0590;1997-01-01;28504.0;3000.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;1997
15721;GM0590;1998-01-01;28827.0;3034.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;1998
15722;GM0590;1999-01-01;29204.0;3074.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;1999
15723;GM0590;2000-01-01;29694.0;3124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2000
15724;GM0590;2001-01-01;30088.0;3166.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2001
15725;GM0590;2002-01-01;30276.0;3185.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2002
15726;GM0590;2003-01-01;30510.0;3220.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2003
15727;GM0590;2004-01-01;30914.0;3263.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2004
15728;GM0590;2005-01-01;31224.0;3296.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Papendrecht;Zuid-Holland;2005
15729;GM0590;2006-01-01;31553.0;3328.0;;;;;;;       .;       .;       .;       .;     0.6;     1.2;     1.3;     1.8;     0.7;     0.3;     1.6;       .;Papendrecht;Zuid-Holland;2006
15730;GM0590;2007-01-01;31403.0;3312.0;;;;;;;     0.8;     6.7;     0.9;     4.2;     0.6;     1.1;     1.3;     1.8;       .;       .;     1.6;     6.5;Papendrecht;Zuid-Holland;2007
15731;GM0590;2008-01-01;31573.0;3330.0;;;;;;;     0.7;     6.7;       .;       .;     0.6;     1.1;     1.3;     1.7;     0.7;     0.4;     1.6;     6.5;Papendrecht;Zuid-Holland;2008
15732;GM0590;2009-01-01;31730.0;3353.0;;;;;;;     0.8;     6.7;     0.9;     4.2;     0.6;     1.1;     1.3;     1.8;       .;       .;     1.6;     6.5;Papendrecht;Zuid-Holland;2009
15733;GM0590;2010-01-01;31853.0;3366.0;;;;;;;     0.8;     6.7;     1.1;     3.3;     0.6;     1.2;     1.3;       .;     0.6;     0.4;     1.6;     6.5;Papendrecht;Zuid-Holland;2010
15734;GM0590;2011-01-01;31883.0;3364.0;    23.0;    30.7;    41.4;    54.7;    44.2;    62.4;     0.8;     6.7;     0.9;     4.2;     0.6;     1.2;     1.3;       .;       .;       .;     1.6;     6.5;Papendrecht;Zuid-Holland;2011
15735;GM0590;2012-01-01;32032.0;3380.0;    23.3;    30.7;    41.4;    54.8;    44.4;    60.4;     0.8;     5.7;     0.6;     9.5;     0.6;     1.2;     1.3;     1.8;     0.7;     0.4;     1.6;     4.3;Papendrecht;Zuid-Holland;2012
15736;GM0590;2013-01-01;32082.0;3413.0;    23.4;    30.8;    41.9;    56.3;    45.4;    59.5;     0.9;     4.8;     0.6;     8.5;     0.6;     1.2;     1.3;     1.8;       .;       .;     1.6;     4.3;Papendrecht;Zuid-Holland;2013
15737;GM0590;2014-01-01;32117.0;3416.0;    24.5;    32.9;    43.9;    58.4;    46.8;    70.8;     0.9;     4.8;     0.6;     8.6;     0.6;     1.2;     1.3;     1.8;       .;       .;     1.6;     4.2;Papendrecht;Zuid-Holland;2014
15738;GM0590;2015-01-01;32188.0;3424.0;    24.5;    33.7;    43.0;    57.5;    47.6;    58.5;     0.9;     4.8;     0.6;    13.1;     0.6;     1.2;     1.3;     1.8;     0.7;     0.4;     1.6;     4.3;Papendrecht;Zuid-Holland;2015
15739;GM0590;2016-01-01;32248.0;3425.0;    25.3;    34.7;    44.5;    59.8;    49.1;    63.3;     0.9;     4.8;     0.6;    13.2;     0.6;     1.2;     1.3;     1.7;       .;       .;     1.6;     4.1;Papendrecht;Zuid-Holland;2016
15740;GM0590;2017-01-01;32292.0;3430.0;    25.9;    35.5;    45.5;    61.7;    49.9;    66.2;     0.9;     4.8;     0.6;    14.3;     0.6;     1.3;     1.3;     1.7;     0.9;     0.4;     1.6;     4.1;Papendrecht;Zuid-Holland;2017
15741;GM0590;2018-01-01;32264.0;3427.0;    26.0;    37.6;    45.7;    64.5;    51.4;    72.5;     0.9;     4.8;     0.6;    14.3;     0.6;     1.3;     1.3;     1.7;       .;       .;     1.6;     4.1;Papendrecht;Zuid-Holland;2018
15742;GM0590;2019-01-01;32290.0;3430.0;    27.8;    39.2;    49.3;    71.9;    53.8;    88.3;     0.9;     4.9;     0.5;    14.5;     0.6;     1.2;     1.4;     1.6;       .;       .;     1.6;     4.1;Papendrecht;Zuid-Holland;2019
15743;GM0590;2020-01-01;32136.0;3414.0;    27.7;    41.1;    49.3;    70.7;    55.9;    76.6;     0.9;     4.8;     0.5;    14.4;     0.6;     1.2;     1.4;     1.6;       .;       .;     1.6;     4.0;Papendrecht;Zuid-Holland;2020
15744;GM0590;2021-01-01;32171.0;3418.0;    28.9;       .;    50.9;    74.4;    58.4;       .;     0.9;     4.7;     0.5;    14.5;     0.6;     1.2;     1.4;     1.6;       .;       .;     1.6;     4.1;Papendrecht;Zuid-Holland;2021
